video_id,title,channel_name,publish_date,duration_seconds,category,tags,country,days_since_publish,views,likes,dislikes,comments,subscribers,avg_daily_views,growth_30d,is_trending,virality_label
RPW2CbDvCkV,The Truth About Cooking for Beginners,TopWorld416,2023-12-19,3378,Entertainment,"investing,howto,ai,daily,cooking",KR,602,123874,3466,159,875,7493,205.77,-0.2836,0,popular
6xs2lWSwHll,How to Smartphones You Need to Know,QuickVibes422,2023-08-26,3274,Gaming,"finance,motivation,comedy,investing,python",CA,717,13745,955,32,0,100,19.17,-0.132,0,normal
uRrq19Qf7W4,Review: Weight Loss Explained,LifeBytes150,2021-04-11,2943,People & Blogs,"cooking,study,tips,travel",FR,1584,80956,1808,161,146,16135,51.11,-0.0577,0,normal
evRWExy4eQF,The Truth About Stock Market Full Tutorial,SmartBytes362,2023-01-03,1021,Travel & Events,"python,machinelearning,investing",DE,952,48529,2183,0,651,3738,50.98,0.2467,0,normal
Csnm107qDBi,Quick Tips: Gadgets You Need to Know,SmartReviews522,2021-01-24,2659,Howto & Style,"travel,beginner,finance",AU,1661,66547,3552,126,514,100,40.06,0.4573,0,normal
DeCYSb8i6Zw,Reaction to Home Workout 2025,QuickLab135,2022-07-16,463,Entertainment,"review,machinelearning,investing,howto,music,cooking,vlog",JP,1123,131366,8279,287,863,100,116.98,0.6289,0,popular
EblLusMVOGE,Unboxing: Study Hacks in 10 Minutes,LearnSpot517,2020-09-08,1101,Sports,"investing,comedy,python,tutorial,unboxing",IN,1799,142309,2387,204,1554,58122,79.1,0.8224,0,popular
gaSK04hFwDM,Beginner's Guide to Study Hacks for Beginners,TechLab131,2022-01-27,1306,Travel & Events,"finance,beginner,ai,tips,comedy,fitness",AU,1293,39068,1542,136,650,14275,30.22,0.1129,0,normal
7OsygQE2Blc,How to Cooking for Beginners,LearnGuide65,2022-02-08,3277,Sports,"study,investing,daily,python,tutorial",DE,1281,18125,1348,32,316,2351,14.15,-0.1148,0,normal
RwPEb8q1WyQ,Review: Gadgets in 10 Minutes,LearnGuide601,2021-02-23,2946,Gaming,"vlog,beginner,fitness,unboxing,motivation",KR,1631,187176,9649,490,3077,21473,114.76,-0.0351,0,popular
HeLUtINcq8J,The Truth About Gadgets 2025,TechAcademy96,2021-12-15,1294,Education,"ai,cooking,finance,vlog,machinelearning",FR,1336,68395,1066,145,85,17444,51.19,-0.5,0,normal
SYgFSuNsylU,Top 10 Stock Market 2025,SmartJourney268,2023-12-06,1271,Travel & Events,"investing,fitness,tutorial,beginner,study,review,cooking",FR,615,10137,388,10,67,1606,16.48,-0.0549,0,normal
gDcQhbMnwuL,Quick Tips: Cooking Full Tutorial,SmartVibes201,2023-10-18,122,Entertainment,"daily,howto,finance,cooking,vlog,fitness,music",KR,664,45731,2615,53,503,12440,68.87,-0.5,0,normal
LhxWR6vb0Wm,Unboxing: Weight Loss for Beginners,TopJourney135,2021-09-09,3411,Education,"ai,review,beginner,study,tutorial,comedy",BR,1433,55290,3809,118,224,100,38.58,0.302,0,normal
rSeRKLMG4wy,Review: AI Tools Full Tutorial,GlobalBytes60,2024-12-20,155,People & Blogs,"motivation,machinelearning,unboxing",BR,235,26055,1529,66,285,3849,110.87,-0.5,0,normal
iOavnKUiT6T,The Truth About Budget Travel in 10 Minutes,LearnSpot905,2020-12-14,768,News & Politics,"python,vlog,music,unboxing,beginner,investing,tutorial",CA,1702,67925,2802,25,416,18876,39.91,0.6553,0,normal
Q5aoYZ99ZxZ,How to Weight Loss for Beginners,GlobalBytes637,2024-06-06,2768,Gaming,"motivation,ai,vlog,travel,unboxing,beginner",US,432,59816,4914,256,413,100,138.46,-0.5,0,normal
keAs5BNHlWV,Quick Tips: Budget Travel Full Tutorial,ProAcademy785,2024-11-13,2202,Music,"ai,vlog,tips",DE,272,110525,6033,410,1070,100,406.34,0.3321,0,popular
kseJveSC98V,Unboxing: Weight Loss 2025,GlobalSpot41,2025-07-12,1518,Gaming,"unboxing,tips,daily,beginner,machinelearning,music",IN,31,4859,265,12,64,895,156.74,0.3556,0,normal
UuWzjjsmfpJ,Review: AI Tools Full Tutorial,ProLab144,2020-09-06,3192,Entertainment,"beginner,daily,vlog,music,machinelearning",BR,1801,51395,2722,67,622,26527,28.54,-0.5,0,normal
gDjCN56UHnq,Review: Stock Market Full Tutorial,EasyReviews768,2025-06-09,1787,Science & Technology,"python,unboxing,review,cooking,tips,study,ai",BR,64,12833,1044,35,84,878,200.52,-0.1944,0,normal
ZcQL2qmIEE7,Quick Tips: Home Workout You Need to Know,LearnReviews569,2022-04-12,3547,Entertainment,"unboxing,howto,cooking",GB,1218,76663,1821,219,921,100,62.94,-0.4624,0,normal
UDO4lKNEfvu,Top 10 Weight Loss in 10 Minutes,QuickSpot296,2024-10-30,2743,News & Politics,"tutorial,daily,howto,machinelearning,travel,music,comedy",FR,286,34018,1584,64,288,100,118.94,-0.2679,0,normal
1mXTDaAi3NH,Why Gadgets in 10 Minutes,ProReviews880,2022-05-04,2355,Education,"review,music,tutorial,vlog,travel,fitness",IN,1196,123770,10195,374,560,21588,103.49,0.2115,0,popular
PbFelrJXHSp,Top 10 AI Tools You Need to Know,LifeSpot301,2020-12-06,3526,Howto & Style,"ai,machinelearning,unboxing",IN,1710,34017,1408,73,514,4594,19.89,-0.5,0,normal
FZXfVqCbhOl,Beginner's Guide to Gadgets Full Tutorial,EasyAcademy578,2021-11-09,1577,Travel & Events,"machinelearning,review,beginner",US,1372,44138,2632,104,528,100,32.17,-0.0916,0,normal
83Di6apIt5M,Top 10 Python That Works,QuickHub148,2025-07-26,1999,Howto & Style,"cooking,music,unboxing,comedy",KR,17,40245,2255,110,322,1885,2367.35,0.0211,0,normal
Hsn73VABpAk,Why Smartphones in 10 Minutes,QuickHub793,2023-05-08,2011,Music,"unboxing,fitness,python,ai,travel,study,review",FR,827,394901,5858,1041,4288,34126,477.51,-0.0563,0,popular
SvG6T0diBKT,The Truth About Smartphones That Works,LifeVibes542,2020-11-08,2243,Science & Technology,"daily,howto,comedy,python,machinelearning,cooking,ai",JP,1738,82062,2905,165,407,100,47.22,-0.321,0,normal
Sh1Oiijkjar,Why Weight Loss Full Tutorial,SmartAcademy621,2023-01-02,2450,Travel & Events,"tutorial,python,travel,howto,comedy",JP,953,75187,6701,128,347,10363,78.9,-0.3612,0,normal
OiJq4NwWQzC,Unboxing: Home Workout That Works,LearnReviews294,2021-07-12,1159,News & Politics,"fitness,ai,howto,motivation,unboxing,cooking,music",IN,1492,53204,2407,116,792,100,35.66,-0.5,0,normal
ejh67eVVqlV,Why Smartphones Full Tutorial,TopSpot524,2023-04-20,530,Music,"travel,howto,beginner,motivation,investing,finance,vlog",CA,845,209246,8994,638,2447,6941,247.63,-0.5,0,popular
KwrB9qVAtom,The Truth About Stock Market for Beginners,GlobalReviews910,2021-05-20,1418,Science & Technology,"ai,vlog,cooking,study",KR,1545,79560,3088,108,1020,7836,51.5,-0.0072,0,normal
LK0gfTjA35X,Beginner's Guide to Python 2025,LearnHub34,2021-05-30,576,Gaming,"beginner,motivation,howto,tutorial,music",AU,1535,123503,4146,418,1735,100,80.46,-0.13,0,popular
zARkSS2G3K7,The Truth About Home Workout You Need to Know,LifeJourney546,2023-06-20,2735,Travel & Events,"daily,unboxing,music,comedy",AU,784,50734,2209,89,509,17847,64.71,0.0414,0,normal
Upm3yOCB7PV,Quick Tips: Weight Loss 2025,TechGuide824,2021-08-27,467,Science & Technology,"motivation,ai,vlog,comedy",DE,1446,43430,2408,6,625,19053,30.03,-0.0879,0,normal
lnXor0IH1YI,The Truth About AI Tools in 10 Minutes,TopVibes103,2021-03-23,1683,Education,"unboxing,howto,machinelearning,travel,tutorial",GB,1603,47163,1170,85,446,14107,29.42,0.7013,0,normal
A7gXSkv4WG4,How to Home Workout Full Tutorial,DailyGuide109,2021-12-10,3195,Entertainment,"unboxing,vlog,investing,beginner,machinelearning,travel,daily",IN,1341,42281,1043,112,408,100,31.53,0.4431,0,normal
BscgTGykHhi,Unboxing: Stock Market in 10 Minutes,EasySpot706,2021-12-29,2558,Science & Technology,"motivation,daily,tutorial,howto,machinelearning,music,python",GB,1322,84254,5113,272,574,16149,63.73,-0.5,0,normal
ljWTyzUzLtw,Top 10 Home Workout Full Tutorial,TopReviews402,2025-03-16,952,News & Politics,"daily,ai,comedy,music,finance,vlog",AU,149,3015684,119894,7989,41577,100,20239.49,-0.4294,1,viral
64wj0wxrv82,Top 10 Study Hacks Explained,LearnGuide823,2022-11-15,1842,Gaming,"unboxing,comedy,tips,howto",GB,1001,47677,2684,87,465,24248,47.63,-0.465,0,normal
vr5QQS3E9n7,Review: Home Workout 2025,GlobalAcademy122,2023-02-16,1506,Entertainment,"comedy,tips,music",FR,908,77765,3549,69,1329,100,85.64,-0.5,0,normal
dyZNS1p1hdy,Unboxing: Budget Travel 2025,SmartLab498,2025-02-01,2770,People & Blogs,"investing,ai,review,machinelearning",GB,192,11097,612,28,0,1923,57.8,-0.1396,0,normal
WchYPCQ2jJ5,How to Weight Loss You Need to Know,TechSpot929,2023-12-09,2562,Education,"tips,python,music,tutorial",AU,612,96381,3452,275,1228,100,157.49,0.6285,0,normal
fbVsrHkCUVI,Top 10 Cooking 2025,ProReviews844,2021-11-26,1532,Sports,"daily,investing,vlog",FR,1355,33657,1093,124,484,3312,24.84,0.612,0,normal
MQdyNXZDLfq,Why Smartphones Full Tutorial,TechGuide954,2021-06-08,1671,Travel & Events,"ai,tutorial,music,study,daily,python,review",JP,1526,63906,5196,123,461,30434,41.88,-0.5,0,normal
4m1tYPjJtmS,Unboxing: Budget Travel for Beginners,TechHub457,2022-11-21,292,News & Politics,"fitness,finance,machinelearning,study,daily,comedy,ai",US,995,57946,5948,11,429,100,58.24,-0.1533,0,normal
xjM4FSjZtJE,How to AI Tools in 10 Minutes,TopLab409,2025-06-16,2665,Howto & Style,"beginner,tutorial,travel,python",DE,57,76543,6342,180,434,7176,1342.86,0.0272,0,normal
IDJGo5RkRHz,Reaction to Budget Travel in 10 Minutes,LifeVibes400,2024-03-19,1164,Sports,"ai,daily,beginner,motivation,music,travel,study",BR,511,41880,1484,52,139,957,81.96,0.1938,0,normal
goxIYVhnMIe,Unboxing: Cooking Explained,QuickVibes703,2022-01-21,2553,News & Politics,"fitness,study,travel,beginner,daily,comedy",GB,1299,102708,5889,78,513,5398,79.07,0.0516,0,popular
5AMfdzsNouD,Reaction to Stock Market Explained,TechVibes113,2022-08-09,1132,People & Blogs,"beginner,unboxing,fitness,machinelearning,tutorial",GB,1099,41362,2157,99,143,5721,37.64,0.9356,0,normal
rSrpFAZ8fgX,Quick Tips: Cooking You Need to Know,SmartJourney445,2022-07-03,2756,Gaming,"study,investing,cooking",KR,1136,96995,3559,90,885,38569,85.38,-0.5,0,normal
VFz2zya9dSK,Unboxing: Gadgets You Need to Know,EasyGuide925,2023-02-18,2424,Entertainment,"investing,fitness,tips,howto,python,machinelearning,finance",KR,906,87752,6046,83,646,8523,96.86,-0.0658,0,normal
UG9Z8aPB4MM,How to Home Workout You Need to Know,DailyGuide263,2022-06-07,2242,Gaming,"finance,beginner,comedy",JP,1162,26066,1717,72,201,6084,22.43,0.6656,0,normal
R91byCV0uaj,Why Python 2025,LearnBytes389,2023-03-15,1312,Gaming,"cooking,music,ai,review",BR,881,53744,2830,130,382,14845,61.0,0.0205,0,normal
xtBa1elNimf,The Truth About AI Tools That Works,SmartBytes520,2024-04-01,350,News & Politics,"ai,music,vlog,fitness,unboxing,howto",KR,498,39101,0,112,545,4527,78.52,0.4518,0,normal
BCJyulDg4Oc,Why Weight Loss That Works,LearnReviews65,2024-01-08,130,People & Blogs,"finance,tutorial,motivation,python,tips",BR,582,35227,2178,100,411,2075,60.53,0.1725,0,normal
TuCcPk3kU0q,Beginner's Guide to AI Tools You Need to Know,LearnJourney404,2024-12-18,833,Howto & Style,"comedy,ai,music,fitness,tips",JP,237,38763,2304,0,265,100,163.56,0.2733,0,normal
OaAEAw3CjkG,Review: Cooking That Works,TopSpot477,2022-01-10,1814,Travel & Events,"machinelearning,fitness,howto,travel,daily",CA,1310,56369,3431,78,226,29781,43.03,-0.0178,0,normal
viU5yt9YaeR,Reaction to Stock Market Explained,ProGuide175,2024-07-18,752,People & Blogs,"tips,vlog,study,music",JP,390,39447,1052,76,588,13693,101.15,0.1906,0,normal
o0zXlaRCvlp,Unboxing: Python Explained,GlobalHub2,2022-03-18,1852,Entertainment,"beginner,music,fitness",JP,1243,1836898,86015,5974,23455,54216,1477.79,0.2155,1,viral
bef3jNwyCY4,Review: AI Tools Full Tutorial,EasyVibes876,2024-11-23,1954,Sports,"cooking,motivation,investing,tips,study,music",IN,262,8959,206,16,73,3011,34.19,-0.2309,0,normal
zgGJ8jV4NV0,How to Budget Travel for Beginners,ProSpot264,2022-11-16,523,Howto & Style,"fitness,howto,vlog,study,machinelearning",FR,1000,56782,3339,61,751,100,56.78,-0.5,0,normal
M165sxJjdnl,DIY Home Workout 2025,ProGuide670,2022-06-20,121,Gaming,"review,ai,tips",AU,1149,157944,8770,0,1086,100,137.46,-0.5,0,popular
OwMSDU0mni6,Quick Tips: Smartphones Explained,DailyGuide290,2023-12-01,2549,Entertainment,"fitness,travel,music,ai",DE,620,50407,453,122,805,100,81.3,-0.2638,0,normal
M4vv4ofazUY,Reaction to Cooking 2025,TechBytes833,2025-05-01,262,Entertainment,"tips,daily,music",AU,103,13126,729,49,155,2334,127.44,-0.0012,0,normal
3RYfNcYxW5u,DIY Stock Market That Works,DailyBytes766,2023-03-31,2703,Travel & Events,"cooking,tutorial,ai",JP,865,61511,4914,133,471,28186,71.11,0.0896,0,normal
IZX7N3IOCvZ,Quick Tips: Gadgets in 10 Minutes,TopJourney615,2021-01-01,1967,People & Blogs,"review,comedy,fitness,python,machinelearning,music",AU,1684,97506,7383,276,1198,8382,57.9,-0.5,0,normal
GI7i3NjMS6X,The Truth About Study Hacks 2025,DailyLab157,2023-12-13,2503,Entertainment,"review,fitness,vlog,comedy,study,python,unboxing",JP,608,24830,1770,0,74,2554,40.84,0.1871,0,normal
NFWRt5A5Xt0,How to Python for Beginners,LifeJourney386,2020-10-11,931,Science & Technology,"study,tips,comedy,music,investing",AU,1766,132471,5459,481,881,20538,75.01,0.3176,0,popular
obKVk7xHbjJ,The Truth About Budget Travel That Works,LearnWorld98,2020-10-14,1038,News & Politics,"fitness,daily,music,investing",CA,1763,56598,4378,47,0,100,32.1,0.4771,0,normal
n8WreqJKAeL,The Truth About Gadgets That Works,GlobalSpot139,2024-08-04,3473,Gaming,"tips,investing,travel,review,vlog",DE,373,114357,1364,136,2224,2045,306.59,0.0781,0,popular
jV3PhTa1acw,Beginner's Guide to Weight Loss That Works,TechReviews823,2023-01-26,2954,News & Politics,"machinelearning,fitness,unboxing,comedy",AU,929,81569,4946,219,1026,15914,87.8,-0.2095,0,normal
MBPz3nuLc7g,Why Cooking 2025,DailyGuide795,2025-07-01,2972,Science & Technology,"comedy,travel,tutorial,howto,vlog,review,daily",AU,42,14877,877,19,208,3067,354.21,0.3633,0,normal
QDFLSx0Eilb,How to Budget Travel You Need to Know,SmartBytes776,2022-07-05,867,Entertainment,"daily,study,machinelearning,comedy",CA,1134,39888,2501,21,219,100,35.17,0.4858,0,normal
SGpuKZwgSZf,How to Stock Market for Beginners,LearnBytes457,2022-09-17,349,People & Blogs,"cooking,motivation,investing,finance,comedy,unboxing,tips",KR,1060,58125,2951,125,1174,16766,54.83,0.8998,0,normal
w0Yz7qzeJqK,The Truth About Study Hacks 2025,TopBytes602,2021-11-23,2893,Travel & Events,"motivation,investing,travel,howto,comedy,ai",JP,1358,63528,3588,121,39,25916,46.78,-0.1252,0,normal
WBoIxlKxVsp,Top 10 Smartphones in 10 Minutes,LifeGuide729,2022-02-01,3240,Howto & Style,"machinelearning,beginner,review,howto,python,tips",BR,1288,42456,3582,154,131,100,32.96,-0.0022,0,normal
s8GOioYIdv8,Quick Tips: Smartphones in 10 Minutes,SmartSpot712,2025-04-13,2863,Music,"machinelearning,motivation,comedy,ai,unboxing,music,howto",IN,121,43420,2964,128,496,100,358.84,0.1646,0,normal
LW7slQlkFxA,Reaction to Budget Travel for Beginners,LifeJourney867,2025-03-29,1074,Education,"daily,tips,tutorial,motivation,machinelearning",KR,136,17563,1227,47,179,6052,129.14,-0.2534,0,normal
QzWHubW5j7u,The Truth About Cooking Full Tutorial,QuickGuide210,2024-01-19,1630,Entertainment,"cooking,vlog,study,review,machinelearning,ai,fitness",AU,571,18958,849,68,242,775,33.2,0.2988,0,normal
fR4VIOGwmjH,Quick Tips: Budget Travel That Works,LifeAcademy340,2020-08-14,1723,Science & Technology,"fitness,python,tutorial,motivation,review,travel,vlog",BR,1824,88336,4190,234,153,100,48.43,0.0974,0,normal
inUTaTJQ9j6,DIY Weight Loss 2025,DailyAcademy998,2021-07-10,1970,Howto & Style,"review,finance,machinelearning",KR,1494,37702,1882,38,562,1442,25.24,-0.3785,0,normal
LDDnziKVMFk,Why Gadgets Full Tutorial,GlobalWorld236,2024-10-23,1579,News & Politics,"review,python,vlog,finance",JP,293,48929,1681,67,428,100,166.99,-0.3765,0,normal
VqtyBy4qTvY,Review: Gadgets You Need to Know,SmartJourney897,2024-12-09,712,Sports,"review,machinelearning,tips,python",US,246,12938,637,28,160,100,52.59,-0.1403,0,normal
Y9r088wETzb,Review: Home Workout for Beginners,DailyHub954,2023-10-01,2180,Travel & Events,"review,beginner,comedy,investing,travel,cooking,music",DE,681,110397,5324,235,393,13424,162.11,-0.0367,0,popular
elpeY4zBzty,Top 10 AI Tools 2025,GlobalWorld775,2021-08-02,3085,Travel & Events,"howto,beginner,finance",IN,1471,100350,3360,432,670,33458,68.22,0.6684,0,popular
QlFcylramWO,Review: Budget Travel You Need to Know,GlobalAcademy100,2023-01-18,936,Science & Technology,"machinelearning,fitness,howto",KR,937,45133,1708,110,0,100,48.17,-0.1905,0,normal
swdP8oAaXKy,Quick Tips: Python 2025,GlobalSpot705,2025-05-07,2472,Howto & Style,"howto,fitness,music,study,comedy",KR,97,10460,436,6,129,167,107.84,0.4725,0,normal
B5INM1MjeBs,Review: Cooking 2025,EasyReviews76,2021-09-05,1301,Music,"tutorial,comedy,beginner,ai,howto,machinelearning",IN,1437,68405,3413,110,525,100,47.6,0.3669,0,normal
tDVNwiBGUTg,Unboxing: Smartphones in 10 Minutes,GlobalVibes720,2022-09-16,3330,Travel & Events,"vlog,travel,ai,comedy,tutorial,music",CA,1061,42766,1384,67,332,12452,40.31,0.0755,0,normal
tc02u3gVUbV,Quick Tips: Home Workout for Beginners,SmartVibes284,2022-01-07,2210,People & Blogs,"review,travel,tips,music,motivation,tutorial",US,1313,32458,1891,47,172,100,24.72,-0.2372,0,normal
Tb81OiEpT8w,Top 10 Study Hacks You Need to Know,DailyVibes899,2022-06-30,2597,Sports,"finance,music,travel,beginner,machinelearning,vlog",KR,1139,130609,2310,0,1657,17873,114.67,-0.1716,0,popular
sC7GrCyxHBO,Why Stock Market in 10 Minutes,QuickSpot135,2020-09-03,2812,News & Politics,"cooking,investing,howto,beginner",AU,1804,123803,2890,236,2405,9094,68.63,0.0467,0,popular
SGlGpMlUzgN,Why Gadgets Explained,QuickWorld171,2024-09-18,3275,Howto & Style,"cooking,finance,machinelearning,music,daily,study,motivation",DE,328,15320,0,34,98,100,46.71,-0.5,0,normal
yni5rQ75CU9,Reaction to AI Tools You Need to Know,EasyJourney882,2022-05-12,792,Entertainment,"motivation,comedy,unboxing,ai",GB,1188,107742,8136,240,1053,100,90.69,-0.3974,0,popular
Vncq3HOjy3K,Review: Weight Loss You Need to Know,TopReviews93,2023-05-24,1655,People & Blogs,"python,fitness,music,finance,tips,motivation,howto",GB,811,25909,1319,35,376,2776,31.95,0.766,0,normal
HjFndTyBKFn,Review: Stock Market for Beginners,LifeAcademy85,2022-04-08,1979,Travel & Events,"investing,cooking,travel",IN,1222,51065,3665,98,501,12537,41.79,0.0408,0,normal
tUJrhQR6FEe,How to Stock Market Explained,EasyJourney257,2024-05-11,135,Entertainment,"motivation,comedy,python,travel",KR,458,50432,2056,104,459,17155,110.11,0.2994,0,normal
Nne44TIqEon,Beginner's Guide to Python for Beginners,TopVibes470,2025-03-15,308,Travel & Events,"howto,daily,music",GB,150,7914,337,17,47,2665,52.76,-0.216,0,normal
CKG9q3uxjT0,DIY Python That Works,SmartHub15,2022-03-08,615,Education,"music,cooking,machinelearning,python",KR,1253,47346,2564,172,56,7574,37.79,-0.2622,0,normal
Ze0XPispjAx,Unboxing: Cooking You Need to Know,GlobalGuide548,2023-08-02,2105,News & Politics,"tutorial,beginner,investing,howto,review,cooking,study",DE,741,8121,194,15,39,100,10.96,-0.4592,0,normal
ReXAtmG92HM,How to Gadgets Explained,SmartSpot527,2023-10-12,301,People & Blogs,"howto,machinelearning,study,tutorial,ai,music,travel",KR,670,50996,3261,59,588,100,76.11,0.2008,0,normal
uKr2FleGKAb,DIY Stock Market in 10 Minutes,TechAcademy868,2022-11-23,432,Entertainment,"music,howto,comedy",DE,993,46475,3687,73,233,9756,46.8,0.7406,0,normal
SrSKqWNyDLz,Unboxing: AI Tools in 10 Minutes,LifeSpot111,2024-04-05,530,Gaming,"study,fitness,tips,python,review,beginner",US,494,70169,2865,115,563,1237,142.04,-0.5,0,normal
ZLl3L2GUfO3,Reaction to Python That Works,QuickReviews431,2024-02-16,1547,Education,"unboxing,fitness,study,cooking,beginner,ai,finance",KR,543,24658,1309,43,269,8316,45.41,-0.0745,0,normal
leEsirq3Onz,Top 10 AI Tools That Works,GlobalLab37,2021-01-15,818,Gaming,"finance,unboxing,review,cooking,vlog,python",BR,1670,257320,9447,24,3125,68531,154.08,-0.0687,0,popular
UcgXFdhpePU,Top 10 Cooking for Beginners,GlobalBytes190,2021-02-01,2776,People & Blogs,"howto,tips,travel",KR,1653,36567,2264,101,300,8119,22.12,0.118,0,normal
RgEfUQznwo9,How to Gadgets Explained,ProHub721,2021-05-03,1911,Travel & Events,"python,daily,motivation,tips,cooking,howto,study",DE,1562,76897,7162,107,1054,12292,49.23,0.5407,0,normal
jsYhsMnWvC0,Why Stock Market in 10 Minutes,LifeGuide834,2025-07-03,245,Entertainment,"cooking,fitness,study,tips,comedy,review,tutorial",KR,40,9610,883,10,0,100,240.25,-0.0845,0,normal
xvHZQAF0FQc,Quick Tips: Smartphones You Need to Know,LifeBytes730,2022-03-22,1341,Entertainment,"study,vlog,python,tutorial",FR,1239,253146,7423,509,1945,100,204.31,0.0374,0,popular
5MPEJwWtnle,Reaction to Weight Loss You Need to Know,TopReviews414,2024-06-05,406,People & Blogs,"vlog,machinelearning,motivation,beginner",AU,433,31064,2124,71,49,100,71.74,-0.3291,0,normal
kjAAFQaRmNf,DIY Home Workout for Beginners,LifeReviews939,2022-06-09,2654,Travel & Events,"comedy,python,daily,ai,fitness,cooking,music",KR,1160,124447,3212,255,1315,17070,107.28,0.3879,0,popular
HnhnfWQoN48,DIY Python Full Tutorial,LearnReviews548,2023-01-03,747,Sports,"beginner,music,study",JP,952,43052,2108,75,892,12008,45.22,0.4078,0,normal
Oj1lSAtVBMh,Beginner's Guide to Study Hacks 2025,GlobalVibes13,2021-07-27,1908,Music,"investing,python,study,fitness,vlog,ai",BR,1477,144838,8183,253,1732,9011,98.06,0.2412,0,popular
RnLR9miekS9,Why Home Workout Explained,DailyReviews556,2021-09-12,1219,Gaming,"music,beginner,finance,fitness",IN,1430,76528,2826,56,1116,40133,53.52,0.433,0,normal
AUBKnSpsHms,Beginner's Guide to Home Workout That Works,SmartGuide944,2023-05-03,3297,Gaming,"tips,investing,tutorial,machinelearning,finance,python",BR,832,29258,1580,49,106,4886,35.17,-0.1767,0,normal
KV65IgrHvzx,Unboxing: Cooking Full Tutorial,LearnLab177,2021-07-10,1158,News & Politics,"comedy,cooking,tutorial,motivation",DE,1494,64157,2484,0,527,9473,42.94,-0.2071,0,normal
qOXUbJ2orYU,Reaction to Cooking Full Tutorial,TopHub643,2024-03-21,2065,Sports,"tips,python,machinelearning",JP,509,45379,2449,98,613,14712,89.15,0.0349,0,normal
ULzIDHPnpU2,Top 10 AI Tools You Need to Know,TopAcademy80,2022-03-24,2340,Entertainment,"investing,finance,vlog",KR,1237,54982,4146,152,685,6475,44.45,-0.5,0,normal
vOpsLDhepHE,Why Study Hacks You Need to Know,ProAcademy799,2022-05-03,2288,Gaming,"finance,travel,machinelearning,comedy",IN,1197,71724,5341,218,1836,1983,59.92,0.5061,0,normal
AqJKkksLRG6,The Truth About Weight Loss for Beginners,EasyLab994,2023-11-07,400,Gaming,"beginner,daily,cooking,music",BR,644,1509580,66288,3384,9707,661249,2344.07,0.3902,1,viral
ZzL8rQfjRgI,How to Study Hacks You Need to Know,QuickGuide22,2024-03-30,3050,Howto & Style,"tutorial,python,beginner",CA,500,147639,11167,326,2766,8338,295.28,-0.0465,0,popular
GobPCwD53sj,DIY Cooking Full Tutorial,SmartVibes308,2023-07-15,1028,News & Politics,"machinelearning,investing,tutorial,beginner,python,cooking,finance",AU,759,60603,3020,220,513,13513,79.85,0.2315,0,normal
bUnAvwSWJfd,Beginner's Guide to Cooking 2025,DailyVibes454,2022-06-19,2741,News & Politics,"comedy,daily,unboxing,travel,vlog,cooking",JP,1150,33699,2946,80,231,100,29.3,0.0252,0,normal
jS6K76Wy7Rp,The Truth About Cooking You Need to Know,TechWorld58,2025-03-24,2649,People & Blogs,"investing,beginner,daily,ai,review",BR,141,14289,796,40,91,100,101.34,-0.0793,0,normal
wyRsymAKDMc,Unboxing: Python You Need to Know,EasyAcademy32,2022-07-21,1077,Music,"investing,review,unboxing,beginner,study,python",FR,1118,66728,4326,98,484,100,59.69,-0.0343,0,normal
Oo30nbaZ1m6,DIY Home Workout You Need to Know,QuickJourney772,2023-03-20,706,Music,"investing,ai,fitness,howto,review,daily",US,876,160767,7107,285,683,100,183.52,0.089,0,popular
eGLrsL1tCV1,Reaction to Study Hacks That Works,GlobalSpot658,2021-04-11,1714,Howto & Style,"beginner,fitness,travel",AU,1584,98647,2311,196,214,30105,62.28,0.1169,0,normal
JtSRoOXGzIn,DIY Home Workout for Beginners,GlobalVibes286,2022-06-03,1964,Entertainment,"howto,finance,tips,study,vlog,cooking",AU,1166,28672,1492,43,31,100,24.59,0.1107,0,normal
RKGCZniQrKr,Unboxing: Gadgets Explained,QuickGuide98,2025-04-27,2134,Science & Technology,"finance,beginner,comedy",US,107,35167,1183,81,0,13310,328.66,0.2889,0,normal
gvSyaAmG3z4,How to Weight Loss That Works,ProBytes482,2024-12-31,1649,People & Blogs,"beginner,unboxing,music,travel,review",BR,224,24065,1461,49,215,100,107.43,-0.2449,0,normal
8srmRtv5Xqh,Reaction to Stock Market You Need to Know,EasyHub298,2023-06-25,202,Gaming,"beginner,daily,travel",BR,779,50977,3155,50,200,16905,65.44,0.3367,0,normal
2nrT7ypjTAs,How to Gadgets You Need to Know,TopBytes412,2020-10-30,542,People & Blogs,"cooking,unboxing,motivation,daily",BR,1747,74804,3285,264,712,25352,42.82,0.3883,0,normal
MjM2C2WghRm,Top 10 Weight Loss 2025,DailyLab444,2023-03-28,3272,Science & Technology,"tutorial,howto,cooking,machinelearning",JP,868,22465,1696,52,89,100,25.88,0.6906,0,normal
O63gWsqDRdK,Reaction to Study Hacks Explained,LearnSpot295,2020-12-06,135,Howto & Style,"tips,investing,cooking,ai,fitness,review,motivation",US,1710,44536,2825,167,62,100,26.04,0.2849,0,normal
ZxMOUHbS7aZ,Why Study Hacks for Beginners,QuickLab765,2024-11-11,3079,Entertainment,"motivation,fitness,howto",US,274,10956,1170,37,115,1949,39.99,-0.5,0,normal
